ex_name,ex_version,ex_prompt_version,ex_number,timestamp,index,config_name,config_label,config_deployment,config_api_version,config_temperature,config_max_tokens,config_n_responses,config_stop,config_top_p,config_top_k,fact,measures,dependencies,node_tp,node_fp,node_fn,edges_tp,edges_fn,edges_fp,edges_precision,edges_recall,edges_f1,nodes_tp,nodes_fn,nodes_fp,nodes_precision,nodes_recall,nodes_f1
exercise-2-demand-rq5-example-gpt4o-2024-11-12T15-56-22,demand,,2,2024-11-12T15-56-22,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['region', 'type', 'revenue', 'state', 'country', 'storename', 'date', 'address', 'articlename', 'unitprice', 'quantity', 'purchase', 'store']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T15-56-42,demand,,2,2024-11-12T15-56-42,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['quantity', 'state', 'store', 'unitprice', 'date', 'type', 'region', 'storename', 'articlename', 'address', 'country', 'purchase', 'revenue']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T15-57-02,demand,,2,2024-11-12T15-57-02,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['region', 'quantity', 'articlename', 'state', 'purchase', 'address', 'storename', 'date', 'country', 'revenue', 'store', 'unitprice', 'type']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T15-57-23,demand,,2,2024-11-12T15-57-23,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['revenue', 'storename', 'country', 'date', 'region', 'address', 'store', 'quantity', 'state', 'purchase', 'unitprice', 'type', 'articlename']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T15-57-42,demand,,2,2024-11-12T15-57-42,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['type', 'purchase', 'country', 'address', 'state', 'region', 'store', 'revenue', 'articlename', 'storename', 'date', 'unitprice', 'quantity']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T19-07-00,demand,,2,2024-11-12T19-07-00,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['country', 'region', 'articlename', 'unitprice', 'storename', 'store', 'quantity', 'date', 'state', 'type', 'purchase', 'address', 'revenue']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T19-07-18,demand,,2,2024-11-12T19-07-18,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['purchase', 'country', 'type', 'store', 'storename', 'revenue', 'region', 'articlename', 'state', 'date', 'unitprice', 'address', 'quantity']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T19-07-38,demand,,2,2024-11-12T19-07-38,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['country', 'region', 'articlename', 'storename', 'store', 'unitprice', 'state', 'quantity', 'purchase', 'revenue', 'address', 'type', 'date']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T19-07-53,demand,,2,2024-11-12T19-07-53,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['region', 'revenue', 'articlename', 'address', 'date', 'type', 'state', 'quantity', 'unitprice', 'country', 'storename', 'store', 'purchase']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-2-demand-rq5-example-gpt4o-2024-11-12T19-08-09,demand,,2,2024-11-12T19-08-09,1,,,,,,,,,,,PURCHASE,"['quantity', 'revenue', 'unitPrice']","[{'from': 'articleName', 'to': 'type', 'label': 'fp'}, {'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'address', 'label': 'tp'}, {'from': 'store', 'to': 'region', 'label': 'tp'}, {'from': 'region', 'to': 'state', 'label': 'tp'}, {'from': 'state', 'to': 'country', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'quantity', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'revenue', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'unitPrice', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'articleName', 'label': 'fp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['store', 'storename', 'revenue', 'purchase', 'country', 'date', 'quantity', 'address', 'unitprice', 'type', 'articlename', 'state', 'region']",[],['article'],10,3,2,0.8333,0.7692,0.8,13,1,0,1.0,0.9286,0.963
exercise-3-demand-rq5-example-gpt4o-2024-11-12T15-58-11,demand,,3,2024-11-12T15-58-11,1,,,,,,,,,,,PURCHASE,"['amount', 'exchange']","[{'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'storeAddress', 'label': 'tp'}, {'from': 'store', 'to': 'storeType', 'label': 'tp'}, {'from': 'store', 'to': 'country', 'label': 'tp'}, {'from': 'country', 'to': 'area', 'label': 'tp'}, {'from': 'creditCard', 'to': 'creditCardType', 'label': 'tp'}, {'from': 'creditCard', 'to': 'holder', 'label': 'tp'}, {'from': 'creditCard', 'to': 'expirationDate', 'label': 'fp'}, {'from': 'creditCard', 'to': 'creditLimit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'circuit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'issuingBank', 'label': 'tp'}, {'from': 'issuingBank', 'to': 'issuingBankAddress', 'label': 'tp'}, {'from': 'issuingBank', 'to': 'bankCountry', 'label': 'fp'}, {'from': 'creditCardType', 'to': 'creditCardName', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'color', 'label': 'tp'}, {'from': 'holder', 'to': 'firstName', 'label': 'tp'}, {'from': 'holder', 'to': 'lastName', 'label': 'tp'}, {'from': 'holder', 'to': 'age', 'label': 'tp'}, {'from': 'holder', 'to': 'job', 'label': 'tp'}, {'from': 'holder', 'to': 'incomeRange', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'amount', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'exchange', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'creditCard', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['storeaddress', 'lastname', 'age', 'color', 'amount', 'purchase', 'firstname', 'storetype', 'issuingbank', 'creditcard', 'storename', 'circuit', 'country', 'creditlimit', 'creditcardname', 'date', 'job', 'store', 'incomerange', 'creditcardtype', 'exchange', 'holder', 'area', 'issuingbankaddress']","['bankcountry', 'expirationdate']",[],23,2,2,0.92,0.92,0.92,24,0,2,0.9231,1.0,0.96
exercise-3-demand-rq5-example-gpt4o-2024-11-12T15-58-32,demand,,3,2024-11-12T15-58-32,1,,,,,,,,,,,PURCHASE,"['amount', 'exchange']","[{'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'storeAddress', 'label': 'tp'}, {'from': 'store', 'to': 'storeType', 'label': 'tp'}, {'from': 'store', 'to': 'country', 'label': 'tp'}, {'from': 'country', 'to': 'area', 'label': 'tp'}, {'from': 'creditCard', 'to': 'creditCardType', 'label': 'tp'}, {'from': 'creditCard', 'to': 'holder', 'label': 'tp'}, {'from': 'creditCard', 'to': 'expirationDate', 'label': 'fp'}, {'from': 'creditCard', 'to': 'creditLimit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'circuit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'issuingBank', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'creditCardName', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'color', 'label': 'tp'}, {'from': 'issuingBank', 'to': 'issuingBankAddress', 'label': 'tp'}, {'from': 'issuingBank', 'to': 'bankCountry', 'label': 'fp'}, {'from': 'holder', 'to': 'firstName', 'label': 'tp'}, {'from': 'holder', 'to': 'lastName', 'label': 'tp'}, {'from': 'holder', 'to': 'age', 'label': 'tp'}, {'from': 'holder', 'to': 'job', 'label': 'tp'}, {'from': 'holder', 'to': 'incomeRange', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'amount', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'exchange', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'creditCard', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['circuit', 'date', 'issuingbank', 'storetype', 'creditcard', 'exchange', 'color', 'country', 'lastname', 'storename', 'issuingbankaddress', 'incomerange', 'creditlimit', 'age', 'amount', 'creditcardtype', 'purchase', 'creditcardname', 'holder', 'job', 'store', 'area', 'firstname', 'storeaddress']","['expirationdate', 'bankcountry']",[],23,2,2,0.92,0.92,0.92,24,0,2,0.9231,1.0,0.96
exercise-3-demand-rq5-example-gpt4o-2024-11-12T15-58-52,demand,,3,2024-11-12T15-58-52,1,,,,,,,,,,,PURCHASE,"['amount', 'exchange']","[{'from': 'store', 'to': 'storeName', 'label': 'tp'}, {'from': 'store', 'to': 'storeAddress', 'label': 'tp'}, {'from': 'store', 'to': 'storeType', 'label': 'tp'}, {'from': 'store', 'to': 'country', 'label': 'tp'}, {'from': 'country', 'to': 'area', 'label': 'tp'}, {'from': 'creditCard', 'to': 'creditCardType', 'label': 'tp'}, {'from': 'creditCard', 'to': 'holder', 'label': 'tp'}, {'from': 'creditCard', 'to': 'expirationDate', 'label': 'fp'}, {'from': 'creditCard', 'to': 'creditLimit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'circuit', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'issuingBank', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'creditCardName', 'label': 'tp'}, {'from': 'creditCardType', 'to': 'color', 'label': 'tp'}, {'from': 'issuingBank', 'to': 'issuingBankAddress', 'label': 'tp'}, {'from': 'issuingBank', 'to': 'bankCountry', 'label': 'fp'}, {'from': 'holder', 'to': 'firstName', 'label': 'tp'}, {'from': 'holder', 'to': 'lastName', 'label': 'tp'}, {'from': 'holder', 'to': 'age', 'label': 'tp'}, {'from': 'holder', 'to': 'job', 'label': 'tp'}, {'from': 'holder', 'to': 'incomeRange', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'amount', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'exchange', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'store', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'creditCard', 'label': 'tp'}, {'from': 'PURCHASE', 'to': 'date', 'label': 'tp'}]","['circuit', 'date', 'firstname', 'storetype', 'store', 'creditlimit', 'issuingbank', 'amount', 'job', 'area', 'exchange', 'creditcard', 'country', 'storeaddress', 'color', 'creditcardtype', 'storename', 'purchase', 'incomerange', 'lastname', 'age', 'holder', 'issuingbankaddress', 'creditcardname']","['expirationdate', 'bankcountry']",[],23,2,2,0.92,0.92,0.92,24,0,2,0.9231,1.0,0.96
